ESQUINA,COLONIA,ALCALDIA,BOTON,ALTAVOZ,LONGITUD ,LATITUD ,geopoint,TIPO DE POSTE,ESTATUS CONECTIVIDAD,INCREMENTO 100 Mbps
ANDADOR PASTOR DE OVEJAS,U.H. GUELATAO DE JUAREZ I,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.042846,19.387428,"19.387428,-99.042846",9m,WIFI GRATUITO_ACTIVO,SI
DECADA NACIONAL,CABEZA DE JUAREZ II,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.042512,19.385485,"19.385485,-99.042512",9m,WIFI GRATUITO_ACTIVO,SI
C. JARDIN PENSAMIENTOS,JARDINES DE SAN LORENZO TEZONCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.071776,19.294253,"19.294253,-99.071776",9m,WIFI GRATUITO_ACTIVO,SI
C. JARDIN AZUCENAS,JARDINES DE SAN LORENZO TEZONCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.070949,19.297254,"19.297254,-99.070949",9m,WIFI GRATUITO_ACTIVO,SI
JARDIN DALIAS,JARDINES DE SAN LORENZO TEZONCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.072862,19.296259,"19.296259,-99.072862",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 8,JOSE LOPEZ PORTILLO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.0817,19.306522,"19.306522,-99.0817",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 21,JOSE LOPEZ PORTILLO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.082889,19.305672,"19.305672,-99.082889",9m,WIFI GRATUITO_ACTIVO,SI
AV. TEXCOCO,JUAN ESCUTIA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.038533,19.391758,"19.391758,-99.038533",9m,WIFI GRATUITO_ACTIVO,SI
FRANCISCO VILLA,AMP EL TRIUNFO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.114101,19.374077,"19.374077,-99.114101",9m,WIFI GRATUITO_ACTIVO,SI
SAN JUAN,AMP. EL TRIUNFO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.113759,19.375749,"19.375749,-99.113759",9m,WIFI GRATUITO_ACTIVO,SI
TIZOC,PUEBLO MAGDALENA ATLAZOLPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.113379,19.377068,"19.377068,-99.113379",9m,WIFI GRATUITO_ACTIVO,SI
ERNESTO CHE GUEVARA,ARBOLEDAS,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.045892,19.314144,"19.314144,-99.045892",9m,WIFI GRATUITO_ACTIVO,SI
PLAYA GRANDE,LA POLVORILLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.045388,19.316385,"19.316385,-99.045388",9m,WIFI GRATUITO_ACTIVO,SI
C. J. DE LA BARRERA,LAS PEÑAS,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.04905,19.338661,"19.338661,-99.04905",9m,WIFI GRATUITO_ACTIVO,SI
PEDRO SASTRE,LAS PEÑAS,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.0536,19.335389,"19.335389,-99.0536",9m,WIFI GRATUITO_ACTIVO,SI
VILLA HARTA,TEZOZOMOC,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.04997,19.327581,"19.327581,-99.04997",9m,WIFI GRATUITO_ACTIVO,SI
BATALLA DE CASA BLANCA,LEYES DE REFORMA 3A SEC.,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,-99.070023,19.38085,"19.38085,-99.070023",9m,WIFI GRATUITO_ACTIVO,SI
C. BATALLA DE LOMA ALTA,LEYES DE REFORMA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.067651,19.378871,"19.378871,-99.067651",9m,WIFI GRATUITO_ACTIVO,SI
BATALLA DE LOMA ALTA,LEYES DE REFORMA 3a SEC.,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.073861,19.379926,"19.379926,-99.073861",9m,WIFI GRATUITO_ACTIVO,SI
BATALLA DE CASA BLANCA,LEYES DE REFORMA 3A SEC.,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.073585,19.381354,"19.381354,-99.073585",9m,WIFI GRATUITO_ACTIVO,SI
BATALLA DE LOMA ALTA,LEYES DE REFORMA 3A SEC,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.068527,19.378971,"19.378971,-99.068527",9m,WIFI GRATUITO_ACTIVO,SI
31 DE JULIO DE 1859,LEYES DE REFORMA 3a SECC.,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.073003,19.379782,"19.379782,-99.073003",9m,WIFI GRATUITO_ACTIVO,SI
C. 16 DE MARZO DE 1861,LEYES DE REFORMA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.06507,19.378439,"19.378439,-99.06507",9m,WIFI GRATUITO_ACTIVO,SI
C. 24 DE ABRIL DE 1860,LEYES DE REFORMA 3A SEC,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.07127,19.379485,"19.379485,-99.07127",9m,WIFI GRATUITO_ACTIVO,SI
C-27 16 DE MARZO DE 1861,LEYES DE REFORMA 3A SEC.,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.065593,19.375203,"19.375203,-99.065593",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA 3,LOMAS DE SAN LORENZO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.059811,19.319662,"19.319662,-99.059811",9m,WIFI GRATUITO_ACTIVO,SI
ENTREC. FLOR DE NARDO Y ANDADOR 1 FLOR DE MAYO,LOMAS DE SAN LORENZO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.05804,19.318704,"19.318704,-99.05804",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA 3,LOMAS DE SN. LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.062894,19.315756,"19.315756,-99.062894",9m,WIFI GRATUITO_ACTIVO,SI
LOMAS DE SN. LORENZO,LOMAS DE SN. LORENZO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.068054,19.317779,"19.317779,-99.068054",9m,WIFI GRATUITO_ACTIVO,SI
C. CAMINO REAL,BUENAVISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.033349,19.330134,"19.330134,-99.033349",9m,WIFI GRATUITO_ACTIVO,SI
VILLA FRATI,LOMAS DE SANTA CRUZ,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.03732,19.333296,"19.333296,-99.03732",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. LUSITANA Y C. FRIGIA,FRACC. LOMAS ESTRELLA 2DA. SECC.,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.093756,19.316575,"19.316575,-99.093756",9m,WIFI GRATUITO_ACTIVO,SI
"ENTRE CINE MEXICANO Y CINEMATOGRAFOS, TECNICOS Y MANUALES (DENTRO DE LA UNIDAD LOMAS ESTRELLA FRENTE AL EDIFICIO 11)",LOMAS ESTRELLA 2da. SECC,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.092042,19.316196,"19.316196,-99.092042",9m,WIFI GRATUITO_ACTIVO,SI
5A CDA BAHAMAS,CAMPESTRE ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.094684,19.325205,"19.325205,-99.094684",9m,WIFI GRATUITO_ACTIVO,SI
AV. 15 DE SEPTIEMBRE,LOMAS DE ZARAGOZA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-98.996487,19.350597,"19.350597,-98.996487",9m,WIFI GRATUITO_ACTIVO,SI
FELIPE ANGELES,LOMAS DE ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.018462,19.352711,"19.352711,-99.018462",9m,WIFI GRATUITO_ACTIVO,SI
C. GUERRERO,LOMAS DE ZARAGOZA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-98.996334,19.355586,"19.355586,-98.996334",9m,WIFI GRATUITO_ACTIVO,SI
LAZARO CARDENAS,LOMAS ZARAGOZA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-98.997086,19.353878,"19.353878,-98.997086",9m,WIFI GRATUITO_ACTIVO,SI
C. JUAN PEDRO MARTINEZ,LOS ANGELES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.069321,19.342676,"19.342676,-99.069321",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA DEL ROSAL,LOS ANGELES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.07157,19.345911,"19.345911,-99.07157",9m,WIFI GRATUITO_ACTIVO,SI
GARDENIA,TENORIOS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.020783,19.334591,"19.334591,-99.020783",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 14,LEYES DE REFORMA 2a. SECC.,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.070322,19.36733,"19.36733,-99.070322",9m,WIFI GRATUITO_ACTIVO,SI
SUR 23,LEYES DE REFORMA 2A. SECCION,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.068124,19.372157,"19.372157,-99.068124",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. MADAME CURIE Y CALLE 14,U.H. M. MAZA DE JUAREZ,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.069799,19.368704,"19.368704,-99.069799",9m,WIFI GRATUITO_ACTIVO,SI
GOLDA MIER,U.H.M. MAZA DE JUÁREZ,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.071236,19.367086,"19.367086,-99.071236",9m,WIFI GRATUITO_ACTIVO,SI
E. ZAPATA,MIGUEL DE LA MADRID HURTADO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.005208,19.34513,"19.34513,-99.005208",9m,WIFI GRATUITO_ACTIVO,SI
C. NARANJO,MIGUEL DE LA MADRID HURTADO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.002218,19.344542,"19.344542,-99.002218",9m,WIFI GRATUITO_ACTIVO,SI
VALLE DE MEXICO,MIRAVALLE,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.000038,19.334683,"19.334683,-99.000038",9m,WIFI GRATUITO_ACTIVO,SI
C. TLILALPACTL,MIXCOATL,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.048999,19.325295,"19.325295,-99.048999",9m,WIFI GRATUITO_ACTIVO,SI
CHINAMPAS,MIXCOATL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.048227,19.322792,"19.322792,-99.048227",9m,WIFI GRATUITO_ACTIVO,SI
INGENIEROS TOPÓGRAFOS,NUEVA ROSITA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.106503,19.376377,"19.376377,-99.106503",9m,WIFI GRATUITO_ACTIVO,SI
BIÓGRAFOS,NUEVA ROSITA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.107751,19.377388,"19.377388,-99.107751",9m,WIFI GRATUITO_ACTIVO,SI
DEL ROSAL,NUEVA ROSITA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.105761,19.37719,"19.37719,-99.105761",9m,WIFI GRATUITO_ACTIVO,SI
DE LA ROSA,PALMITAS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.028285,19.335683,"19.335683,-99.028285",9m,WIFI GRATUITO_ACTIVO,SI
TURITZIO,PALMITAS,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.025534,19.334256,"19.334256,-99.025534",9m,WIFI GRATUITO_ACTIVO,SI
PLAYA COPACABANA,LA POLVORILLA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.048636,19.321707,"19.321707,-99.048636",9m,WIFI GRATUITO_ACTIVO,SI
C. CASTILLO DE SAN DIEGO,U.H. ERMITA ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.997372,19.366738,"19.366738,-98.997372",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA JOSE LOPEZ PORTILLO,PRESIDENTES DE MEXICO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.06332,19.33356,"19.33356,-99.06332",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE CALLE 4 JESUS RODRIGUEZ Y C. REVOLUCION SOCIAL,U.H. VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.061928,19.354184,"19.354184,-99.061928",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 4 JESUS RODRIGUEZ,PROGRESISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.061557,19.355765,"19.355765,-99.061557",9m,WIFI GRATUITO_ACTIVO,SI
LAS MORADAS,PROGRESISTA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.0659,19.358746,"19.358746,-99.0659",9m,WIFI GRATUITO_ACTIVO,SI
UNIVERSIDAD,PROGRESISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.061816,19.36004,"19.36004,-99.061816",9m,WIFI GRATUITO_ACTIVO,SI
C. ALBERTO M. GONZALEZ,PROGRESISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.066288,19.352835,"19.352835,-99.066288",9m,WIFI GRATUITO_ACTIVO,SI
VENTRE C. LAS MORADAS Y C. LAZARILLO DE TORMES (DENTRO DE UNIDAD HABITACIONAL),RESIDENCIAL LAS AMERICAS,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.063995,19.357536,"19.357536,-99.063995",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA PLUTARCO ELIAS CALLES,PROGRESISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.065195,19.357129,"19.357129,-99.065195",9m,WIFI GRATUITO_ACTIVO,SI
CENTRAL,LAS AMERICAS,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.062795,19.356397,"19.356397,-99.062795",9m,WIFI GRATUITO_ACTIVO,SI
REVOLUCION SOCIAL,U.H. VICENTE GUERRERO,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.06209,19.353461,"19.353461,-99.06209",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. SOTO Y GAMA Y C. CENTRAL,LAS AMERICAS,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.062367,19.357979,"19.357979,-99.062367",9m,WIFI GRATUITO_ACTIVO,SI
GORRION,PUEBLO DE SAN LORENZO TEZONCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.066357,19.311227,"19.311227,-99.066357",9m,WIFI GRATUITO_ACTIVO,SI
C. CAYETANO ANDRADE,PUEBLO STA. MARTHA ACATITLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.007142,19.364171,"19.364171,-99.007142",9m,WIFI GRATUITO_ACTIVO,SI
J M CARRION,PUEBLO STA. MARTHA ACATITLA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.009046,19.36493,"19.36493,-99.009046",9m,WIFI GRATUITO_ACTIVO,SI
EVERARDO GONZALEZ,PUEBLO STA. MARTHA ACATITLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.010874,19.366918,"19.366918,-99.010874",9m,WIFI GRATUITO_ACTIVO,SI
C. CLAUDIO ALCOCER,Z.U. STA. MARTHA ACATITLA SUR,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.015455,19.36709,"19.36709,-99.015455",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. RÍO COATZACOALCOS Y C. GUSTAVO DIAZ ORDAZ,PRESIDENTES DE MEXICO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.062719,19.331292,"19.331292,-99.062719",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. SEBASTIAN LERDO DE TEJADA Y C. BOCANEGRA,PRESIDENTES DE MEXICO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.061138,19.330099,"19.330099,-99.061138",9m,WIFI GRATUITO_ACTIVO,SI
OLMECAS,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.04201,19.32057,"19.32057,-99.04201",9m,WIFI GRATUITO_ACTIVO,SI
CIRCUITO RIO SAN PEDRO,C.H. REAL DEL MORAL,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.081722,19.389683,"19.389683,-99.081722",9m,WIFI GRATUITO_ACTIVO,SI
CONSTITUCION,REFORMA POLITICA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.026182,19.342082,"19.342082,-99.026182",9m,WIFI GRATUITO_ACTIVO,SI
VILLA SAN PEDRO,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.040356,19.329147,"19.329147,-99.040356",9m,WIFI GRATUITO_ACTIVO,SI
REFORMA AEREA,REFORMA POLITICA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.034293,19.339207,"19.339207,-99.034293",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE CALZADA ERMITA IZTAPALAPA Y C. REFORMA AERONAUTICA,REFORMA POLITICA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.026782,19.343266,"19.343266,-99.026782",9m,WIFI GRATUITO_ACTIVO,SI
JOSE M. OTHON,REFORMA POLITICA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.026629,19.340564,"19.340564,-99.026629",9m,WIFI GRATUITO_ACTIVO,SI
C. REFORMA EDUCATIVA,REFORMA POLITICA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.032008,19.335005,"19.335005,-99.032008",9m,WIFI GRATUITO_ACTIVO,SI
NORMANDIA,SAN ANDRES TETEPILCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.129545,19.372702,"19.372702,-99.129545",9m,WIFI GRATUITO_ACTIVO,SI
C. HUETLACO,SAN ANDRES TETEPILCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.130668,19.371372,"19.371372,-99.130668",9m,WIFI GRATUITO_ACTIVO,SI
C. ALFAJAYUCAN,SAN ANDRES TETEPILCO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.132201,19.371443,"19.371443,-99.132201",9m,WIFI GRATUITO_ACTIVO,SI
ALFAJAYUCAN,SAN ANDRES TETEPILCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.131936,19.373016,"19.373016,-99.131936",9m,WIFI GRATUITO_ACTIVO,SI
C. LEIRIA,SAN ANDRES TETEPILCO,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.130271,19.374834,"19.374834,-99.130271",9m,WIFI GRATUITO_ACTIVO,SI
RIO GANGES,VALLE DE SAN LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.075964,19.295851,"19.295851,-99.075964",9m,WIFI GRATUITO_ACTIVO,SI
3ER. AND. GERONA,SAN JUAN ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.072153,19.32939,"19.32939,-99.072153",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA 11,SAN JUAN XALPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.081627,19.332875,"19.332875,-99.081627",9m,WIFI GRATUITO_ACTIVO,SI
C. BALTANAS,SAN JUAN XALPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.080716,19.338415,"19.338415,-99.080716",9m,WIFI GRATUITO_ACTIVO,SI
CIRUELO,SAN JUAN XALPA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.079068,19.336184,"19.336184,-99.079068",9m,WIFI GRATUITO_ACTIVO,SI
C. FRESA,SAN JUAN XALPA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.085304,19.337292,"19.337292,-99.085304",9m,WIFI GRATUITO_ACTIVO,SI
C.GUANABANA,SAN JUAN XALPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.083446,19.335097,"19.335097,-99.083446",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. RAUL HERRERA Y C. FAISAN,BARRIO SAN MIGUEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.076107,19.357775,"19.357775,-99.076107",9m,WIFI GRATUITO_ACTIVO,SI
2DA. CDA. HIDALGO,SAN JUAN XALPA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.086242,19.328083,"19.328083,-99.086242",9m,WIFI GRATUITO_ACTIVO,SI
C. PLAN DE SAN LUIS,SAN JUAN XALPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.089061,19.330386,"19.330386,-99.089061",9m,WIFI GRATUITO_ACTIVO,SI
PROL. CEREZO,SAN JUAN XALPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.086367,19.329935,"19.329935,-99.086367",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV. CANAL DE CHALCO,CHINAMPAS DE STA. MARIA TOMATLAN,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.090144,19.308443,"19.308443,-99.090144",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. BILBAO Y C. HIDALGO,SAN JUAN XALPA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.083253,19.329105,"19.329105,-99.083253",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE CALLE 9 Y AVENIDA 11,SAN JUAN XALPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.084358,19.329602,"19.329602,-99.084358",9m,WIFI GRATUITO_ACTIVO,SI
C. TAMPICO,SAN SEBASTIAN TECOLOXTITLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.017349,19.360293,"19.360293,-99.017349",9m,WIFI GRATUITO_ACTIVO,SI
CARLOS DAVID A.,PUEBLO CULHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.104705,19.33458,"19.33458,-99.104705",9m,WIFI GRATUITO_ACTIVO,SI
CUAHUTEMOC,PUEBLO STA. CRUZ MEYEHUALCO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.038483,19.339432,"19.339432,-99.038483",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA CIRCUNVALACION,Z.U.E. AMPL. MARIA AZTAHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.03101,19.34726,"19.34726,-99.03101",9m,WIFI GRATUITO_ACTIVO,SI
C. PIEDRAS NEGRAS,PUEBLO STA. MA AZTAHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.024794,19.354021,"19.354021,-99.024794",9m,WIFI GRATUITO_ACTIVO,SI
VIVEROS,PUEBLO STA. MA. AZTAHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.026641,19.350912,"19.350912,-99.026641",9m,WIFI GRATUITO_ACTIVO,SI
C. AXAYACATL,2DA. AMPL.  SANTIAGO ACAHUALTEPEC,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.015291,19.350127,"19.350127,-99.015291",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 111-A,SECTOR POPULAR,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.115114,19.365427,"19.365427,-99.115114",9m,WIFI GRATUITO_ACTIVO,SI
LA ERA,TENORIOS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.021877,19.328942,"19.328942,-99.021877",9m,WIFI GRATUITO_ACTIVO,SI
C. HUALQUILA,CENTRAL DE ABASTO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.09952,19.372214,"19.372214,-99.09952",9m,WIFI GRATUITO_ACTIVO,SI
ESTACIONAMIENTO No. 7,AREA FEDERAL FAVE SEDENA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.087215,19.31421,"19.31421,-99.087215",9m,WIFI GRATUITO_ACTIVO,SI
HUANUSCO,EL RODEO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.071822,19.335229,"19.335229,-99.071822",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE CALLE 21 Y CALLE 22,TRIANGULO DE LAS AGUJAS,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.085603,19.307433,"19.307433,-99.085603",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. ANTONIO DIAZ SOTO Y GAMA Y CALLE 4 FELIPE SANCHEZ,U.H. VICENTE GUERRERO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.057379,19.360294,"19.360294,-99.057379",9m,WIFI GRATUITO_ACTIVO,SI
ANILLO PERIFERICO,U.H. VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.057883,19.357773,"19.357773,-99.057883",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 6 CASIMIRO DEL VALLE,U. H. VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.049197,19.352886,"19.352886,-99.049197",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 7 CASIMIRO DEL VALLE,U. H. VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.049806,19.351973,"19.351973,-99.049806",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AVENIDA LUIS MENDEZ Y CALLE 1 LUIS RODRIGUEZ,U.H. VICENTE GUERRERO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.066397,19.363463,"19.363463,-99.066397",9m,WIFI GRATUITO_ACTIVO,SI
AND. 1 ANTONIO OSORIO,U.H.E.O. II INDECO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.037131,19.382721,"19.382721,-99.037131",9m,WIFI GRATUITO_ACTIVO,SI
C. 3 DE MAYO,U.H. VIKINGOS SAN ANTONIO,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.081468,19.338523,"19.338523,-99.081468",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. RUBEN ZEPEDA Y HUMBERTO G. TAMAYO,CHINAM-PAC DE JUAREZ,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.0523,19.378036,"19.378036,-99.0523",9m,WIFI GRATUITO_ACTIVO,SI
HUMBERTO G. TAMAYO,EJERCITO CONSTITUCIONALISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.049986,19.379645,"19.379645,-99.049986",9m,WIFI GRATUITO_ACTIVO,SI
CALLE 1 EMILIO ROSAS,CONSTITUCION DE 1917,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.056948,19.352495,"19.352495,-99.056948",9m,WIFI GRATUITO_ACTIVO,SI
HALO,VALLE DE LUCES 2a SECCION,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.103928,19.340627,"19.340627,-99.103928",9m,WIFI GRATUITO_ACTIVO,SI
C. VENUS,EL MIRADOR,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.103527,19.338485,"19.338485,-99.103527",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AVENIDA DE LAS MINAS Y C. CAPULIN,XALPA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.019356,19.343773,"19.343773,-99.019356",9m,WIFI GRATUITO_ACTIVO,SI
VIOLETA,XALPA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.018336,19.33545,"19.33545,-99.018336",9m,WIFI GRATUITO_ACTIVO,SI
ZAPOTE,XALPA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,-99.018699,19.339553,"19.339553,-99.018699",9m,WIFI GRATUITO_ACTIVO,SI
